,wiek,zawod,stan_cywilny,wyksztalcenie,ma_kredyt,kredyt_mieszkaniowy,ma_pozyczke,sposob_kontaktu,miesiac,day_of_week,dl_polaczenia,liczba_polaczen_aktualnej_kampanii,liczba_dni_od_ost_kontaktu,liczba_polaczen_przed_aktualna_kampania,wynik_poprzedniej_kampanii,wsk_zmien_zatrudnienia,wsk_cen_konsum,wsk_zauf_konsum,euribor3m,liczba_pracownikow,target
24079,32,admin.,married,university.degree,1,1,1,telephone,nov,thu,132,1,999,0,nonexistent,-0.1,93.2,-42.0,4.592,5195.8,0
24080,31,blue-collar,married,basic.9y,1,0,1,telephone,nov,fri,115,1,999,0,nonexistent,-0.1,93.2,-42.0,4.474,5195.8,1
24081,29,admin.,married,basic.9y,1,0,1,telephone,nov,fri,453,1,999,0,nonexistent,-0.1,93.2,-42.0,4.474,5195.8,1
24082,43,retired,married,high.school,1,0,1,cellular,nov,fri,83,1,999,0,nonexistent,-0.1,93.2,-42.0,4.474,5195.8,0
24083,32,admin.,single,university.degree,1,1,1,telephone,nov,mon,1239,1,999,0,nonexistent,-0.1,93.2,-42.0,4.406,5195.8,0
24084,33,technician,single,professional.course,1,0,1,telephone,nov,mon,4918,1,999,0,nonexistent,-0.1,93.2,-42.0,4.406,5195.8,0
24085,27,student,single,university.degree,1,0,1,telephone,nov,mon,125,1,999,0,nonexistent,-0.1,93.2,-42.0,4.406,5195.8,0
24086,24,management,single,university.degree,1,1,0,telephone,nov,mon,107,1,999,0,nonexistent,-0.1,93.2,-42.0,4.406,5195.8,0
24088,46,technician,married,professional.course,1,1,1,telephone,nov,mon,98,1,999,0,nonexistent,-0.1,93.2,-42.0,4.406,5195.8,0
24089,58,retired,divorced,basic.9y,1,0,1,telephone,nov,mon,248,1,999,0,nonexistent,-0.1,93.2,-42.0,4.406,5195.8,1
24090,47,management,divorced,university.degree,1,1,1,telephone,nov,tue,74,1,999,0,nonexistent,-0.1,93.2,-42.0,4.343,5195.8,0
24091,43,services,married,basic.6y,1,1,1,telephone,nov,tue,133,1,999,0,nonexistent,-0.1,93.2,-42.0,4.343,5195.8,0
24092,57,admin.,divorced,university.degree,1,1,1,telephone,nov,tue,119,1,999,0,nonexistent,-0.1,93.2,-42.0,4.343,5195.8,0
24093,32,unemployed,married,professional.course,1,0,1,telephone,nov,tue,486,1,999,0,nonexistent,-0.1,93.2,-42.0,4.343,5195.8,1
24094,33,services,married,high.school,1,1,1,telephone,nov,tue,158,1,999,0,nonexistent,-0.1,93.2,-42.0,4.343,5195.8,1
24095,36,admin.,married,high.school,1,0,1,telephone,nov,wed,114,1,999,1,failure,-0.1,93.2,-42.0,4.286,5195.8,1
24096,58,management,divorced,university.degree,1,1,1,telephone,nov,wed,139,1,999,0,nonexistent,-0.1,93.2,-42.0,4.286,5195.8,1
24097,53,technician,divorced,professional.course,1,0,1,cellular,nov,wed,320,1,999,0,nonexistent,-0.1,93.2,-42.0,4.286,5195.8,0
24098,37,housemaid,married,university.degree,1,0,1,telephone,nov,wed,129,1,999,0,nonexistent,-0.1,93.2,-42.0,4.286,5195.8,0
24099,48,admin.,married,high.school,1,1,1,telephone,nov,wed,24,1,999,0,nonexistent,-0.1,93.2,-42.0,4.286,5195.8,0
24100,46,blue-collar,married,professional.course,1,0,1,telephone,nov,wed,238,1,999,0,nonexistent,-0.1,93.2,-42.0,4.286,5195.8,0
24101,37,admin.,married,university.degree,1,0,1,telephone,nov,wed,119,1,6,1,success,-0.1,93.2,-42.0,4.286,5195.8,0
24102,33,admin.,single,university.degree,1,1,1,telephone,nov,thu,109,1,999,0,nonexistent,-0.1,93.2,-42.0,4.245,5195.8,0
24103,18,student,single,high.school,1,1,1,telephone,nov,thu,75,1,999,0,nonexistent,-0.1,93.2,-42.0,4.245,5195.8,0
24104,33,self-employed,single,university.degree,1,1,1,telephone,nov,thu,168,1,999,0,nonexistent,-0.1,93.2,-42.0,4.245,5195.8,0
24105,27,student,single,professional.course,1,1,1,telephone,nov,thu,72,1,999,0,nonexistent,-0.1,93.2,-42.0,4.245,5195.8,0
24106,29,self-employed,married,university.degree,1,0,1,telephone,nov,thu,86,1,999,1,failure,-0.1,93.2,-42.0,4.245,5195.8,0
24108,42,admin.,married,professional.course,1,0,1,telephone,nov,thu,90,1,999,0,nonexistent,-0.1,93.2,-42.0,4.245,5195.8,1
24110,39,admin.,single,high.school,1,1,1,telephone,nov,thu,51,1,999,0,nonexistent,-0.1,93.2,-42.0,4.245,5195.8,0
24111,37,admin.,divorced,university.degree,1,1,0,cellular,nov,fri,132,1,999,0,nonexistent,-0.1,93.2,-42.0,4.223,5195.8,1
24112,35,technician,single,professional.course,1,0,1,telephone,nov,fri,160,1,999,0,nonexistent,-0.1,93.2,-42.0,4.223,5195.8,1
24113,35,management,married,university.degree,1,0,1,telephone,nov,fri,24,1,999,0,nonexistent,-0.1,93.2,-42.0,4.223,5195.8,0
24114,34,management,married,university.degree,1,1,1,telephone,nov,fri,179,1,999,0,nonexistent,-0.1,93.2,-42.0,4.223,5195.8,1
24115,57,management,married,university.degree,1,0,1,telephone,nov,mon,76,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24116,34,technician,single,unknown,1,1,1,telephone,nov,mon,101,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24117,42,technician,divorced,professional.course,1,1,1,cellular,nov,mon,200,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24119,56,services,married,high.school,1,1,1,telephone,nov,mon,92,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24120,56,services,married,high.school,1,1,1,cellular,nov,mon,156,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24121,40,admin.,married,high.school,1,1,1,cellular,nov,mon,53,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24122,52,technician,divorced,university.degree,1,1,1,cellular,nov,mon,215,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24123,50,self-employed,married,university.degree,1,1,1,telephone,nov,mon,238,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24124,42,management,married,university.degree,1,0,0,cellular,nov,mon,128,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24125,55,blue-collar,divorced,basic.4y,1,1,1,cellular,nov,mon,98,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24126,41,blue-collar,married,basic.9y,1,0,1,cellular,nov,mon,238,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24127,48,self-employed,divorced,high.school,1,0,1,cellular,nov,mon,82,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24128,34,admin.,single,high.school,1,1,1,cellular,nov,mon,303,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24129,48,services,married,unknown,1,1,1,cellular,nov,mon,51,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24130,57,blue-collar,divorced,basic.9y,1,0,1,cellular,nov,mon,221,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24131,32,management,single,university.degree,1,0,1,cellular,nov,mon,80,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24132,44,management,married,university.degree,1,0,1,cellular,nov,mon,130,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24133,51,technician,married,unknown,1,1,1,cellular,nov,mon,324,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24134,35,admin.,single,high.school,1,0,1,cellular,nov,mon,139,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24135,44,management,married,high.school,1,0,1,cellular,nov,mon,669,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24136,52,admin.,married,university.degree,1,0,0,cellular,nov,mon,161,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24139,41,entrepreneur,married,university.degree,1,0,1,cellular,nov,mon,163,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24140,52,retired,married,university.degree,1,1,1,cellular,nov,mon,147,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24141,42,services,married,high.school,1,0,1,cellular,nov,mon,252,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24142,35,management,married,university.degree,1,0,1,cellular,nov,mon,113,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24143,54,management,married,university.degree,1,0,1,cellular,nov,mon,375,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24144,35,management,married,university.degree,1,0,1,cellular,nov,mon,121,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24145,40,admin.,married,university.degree,1,1,1,telephone,nov,mon,52,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24146,51,technician,divorced,high.school,1,0,1,cellular,nov,mon,81,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24147,58,admin.,divorced,university.degree,1,0,1,cellular,nov,mon,70,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24148,37,admin.,single,university.degree,1,0,1,cellular,nov,mon,64,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24150,44,retired,single,basic.9y,1,1,1,cellular,nov,mon,115,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24151,40,technician,married,professional.course,1,1,1,cellular,nov,mon,550,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24152,45,unemployed,married,basic.9y,1,0,1,cellular,nov,mon,75,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24153,36,unemployed,divorced,high.school,1,1,0,cellular,nov,mon,57,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24154,36,unemployed,divorced,high.school,1,0,0,cellular,nov,mon,68,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24155,36,unemployed,divorced,high.school,1,1,1,cellular,nov,mon,59,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24156,36,unemployed,divorced,high.school,1,0,1,cellular,nov,mon,55,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24157,38,technician,married,professional.course,1,0,1,cellular,nov,mon,61,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24158,38,technician,married,professional.course,1,1,1,cellular,nov,mon,113,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24159,50,entrepreneur,married,university.degree,1,1,1,cellular,nov,mon,134,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24160,46,management,married,university.degree,1,0,1,cellular,nov,mon,123,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24161,41,admin.,married,high.school,1,1,1,cellular,nov,mon,297,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24162,41,admin.,married,high.school,1,0,1,cellular,nov,mon,353,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24163,40,blue-collar,married,basic.9y,1,0,1,cellular,nov,mon,146,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24164,57,admin.,married,university.degree,1,1,0,cellular,nov,mon,59,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24165,46,management,divorced,university.degree,1,0,1,cellular,nov,mon,210,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24167,34,admin.,married,university.degree,1,0,1,cellular,nov,mon,92,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24168,46,management,married,university.degree,1,1,1,cellular,nov,mon,595,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24169,35,unemployed,married,basic.4y,1,0,1,cellular,nov,mon,57,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24170,43,services,married,high.school,1,1,1,cellular,nov,mon,118,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24171,54,technician,married,professional.course,1,1,1,cellular,nov,mon,78,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24172,52,admin.,married,basic.4y,1,0,1,cellular,nov,mon,74,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24174,42,management,married,university.degree,1,1,1,cellular,nov,mon,93,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24176,42,management,married,university.degree,1,0,1,cellular,nov,mon,178,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24178,51,blue-collar,married,high.school,1,0,1,cellular,nov,mon,69,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24179,50,self-employed,married,university.degree,1,1,1,cellular,nov,mon,223,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24180,54,admin.,married,university.degree,1,1,1,cellular,nov,mon,178,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24181,43,services,married,basic.4y,1,1,1,cellular,nov,mon,75,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24182,43,services,married,basic.4y,1,0,1,cellular,nov,mon,92,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24183,31,technician,single,university.degree,1,0,1,cellular,nov,mon,396,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24184,47,services,divorced,high.school,1,0,1,cellular,nov,mon,334,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24185,38,blue-collar,married,unknown,1,1,1,cellular,nov,mon,64,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24186,55,blue-collar,married,basic.9y,1,1,1,cellular,nov,mon,236,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24188,44,management,married,high.school,1,0,1,cellular,nov,mon,231,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24189,39,admin.,married,university.degree,1,0,1,cellular,nov,mon,44,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24190,38,blue-collar,married,unknown,1,0,1,cellular,nov,mon,376,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24191,39,self-employed,married,university.degree,1,1,1,cellular,nov,mon,85,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24192,40,management,married,basic.6y,1,1,1,cellular,nov,mon,56,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24194,53,unemployed,married,university.degree,1,0,1,cellular,nov,mon,64,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24195,42,management,married,university.degree,1,1,1,cellular,nov,mon,44,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24197,51,blue-collar,married,high.school,1,1,0,cellular,nov,mon,65,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24198,49,admin.,married,basic.9y,1,1,1,cellular,nov,mon,265,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24199,41,management,married,university.degree,1,0,1,cellular,nov,mon,49,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24200,48,blue-collar,divorced,professional.course,1,0,1,cellular,nov,mon,219,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24201,41,management,married,university.degree,1,0,1,cellular,nov,mon,155,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24202,55,management,married,university.degree,1,0,0,cellular,nov,mon,81,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24203,45,self-employed,divorced,university.degree,1,1,1,cellular,nov,mon,89,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24204,55,blue-collar,married,basic.9y,1,1,1,cellular,nov,mon,1077,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1
24205,49,blue-collar,divorced,high.school,1,1,1,telephone,nov,mon,192,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24206,55,blue-collar,married,basic.9y,1,1,1,cellular,nov,mon,1303,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1
24207,48,blue-collar,divorced,professional.course,1,1,1,cellular,nov,mon,564,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,1
24209,55,admin.,divorced,university.degree,1,0,1,cellular,nov,mon,288,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24210,38,technician,married,basic.9y,1,1,1,cellular,nov,mon,99,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24211,39,management,single,basic.9y,1,1,0,telephone,nov,mon,33,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24212,39,management,single,basic.9y,1,0,1,cellular,nov,mon,125,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24213,33,blue-collar,single,basic.9y,1,0,1,cellular,nov,mon,214,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24214,40,entrepreneur,divorced,university.degree,1,1,1,cellular,nov,mon,121,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24215,52,services,married,high.school,1,1,1,cellular,nov,mon,40,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24216,41,admin.,divorced,university.degree,1,1,1,cellular,nov,mon,57,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24217,48,admin.,single,university.degree,1,1,1,cellular,nov,mon,76,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24218,40,entrepreneur,divorced,university.degree,1,1,1,cellular,nov,mon,364,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24219,39,unemployed,married,basic.9y,1,0,1,cellular,nov,mon,63,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24220,29,self-employed,single,university.degree,1,1,0,telephone,nov,mon,378,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24221,39,unemployed,married,basic.9y,1,0,1,cellular,nov,mon,151,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24222,51,entrepreneur,married,university.degree,1,1,1,telephone,nov,mon,81,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24223,51,entrepreneur,married,university.degree,1,0,1,cellular,nov,mon,89,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24224,41,admin.,divorced,university.degree,1,0,1,cellular,nov,mon,479,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24225,38,technician,single,professional.course,1,0,1,cellular,nov,mon,68,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24227,30,services,married,university.degree,1,0,1,cellular,nov,mon,135,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24228,32,unknown,single,basic.9y,1,0,1,telephone,nov,mon,302,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24229,31,services,divorced,high.school,1,0,0,cellular,nov,mon,90,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24230,35,admin.,divorced,high.school,1,0,1,cellular,nov,mon,38,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24231,54,admin.,married,basic.9y,1,0,1,cellular,nov,mon,77,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24232,35,self-employed,married,university.degree,1,1,1,telephone,nov,mon,81,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24233,42,entrepreneur,married,basic.4y,1,0,1,cellular,nov,mon,127,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24234,58,management,married,unknown,1,1,1,cellular,nov,mon,114,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24236,43,management,married,university.degree,1,1,1,cellular,nov,mon,55,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24237,37,technician,married,professional.course,1,0,0,cellular,nov,mon,79,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24238,54,admin.,married,basic.9y,1,1,1,cellular,nov,mon,238,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24239,43,management,married,university.degree,1,1,1,cellular,nov,mon,179,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24240,55,retired,married,professional.course,1,0,0,cellular,nov,mon,120,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24241,36,management,married,university.degree,1,1,1,cellular,nov,mon,84,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24242,48,admin.,divorced,high.school,1,0,1,cellular,nov,mon,309,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24243,39,housemaid,married,basic.9y,1,0,1,cellular,nov,mon,130,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24244,36,technician,married,high.school,1,0,1,cellular,nov,mon,38,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24245,40,blue-collar,married,basic.9y,1,0,1,cellular,nov,mon,70,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24247,34,admin.,single,university.degree,1,1,1,cellular,nov,mon,110,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24248,36,technician,married,high.school,1,0,1,telephone,nov,mon,206,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24249,36,entrepreneur,divorced,university.degree,1,0,1,cellular,nov,mon,160,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24250,42,housemaid,married,university.degree,1,1,1,cellular,nov,mon,176,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24251,42,housemaid,married,university.degree,1,0,1,telephone,nov,mon,85,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24252,39,unemployed,married,professional.course,1,0,1,cellular,nov,mon,483,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24253,36,entrepreneur,divorced,university.degree,1,0,1,cellular,nov,mon,292,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24256,39,blue-collar,married,basic.9y,1,0,1,cellular,nov,mon,107,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24257,48,management,married,university.degree,1,0,1,cellular,nov,mon,112,1,4,1,success,-0.1,93.2,-42.0,4.191,5195.8,0
24259,45,admin.,married,high.school,1,0,1,cellular,nov,mon,58,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24260,39,admin.,married,university.degree,1,0,1,cellular,nov,mon,97,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24261,54,retired,married,professional.course,1,0,1,cellular,nov,mon,55,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24262,45,admin.,married,high.school,1,1,1,cellular,nov,mon,150,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24263,45,admin.,married,high.school,1,0,1,cellular,nov,mon,149,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24264,37,entrepreneur,married,university.degree,1,0,1,cellular,nov,mon,96,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24265,39,housemaid,married,basic.9y,1,0,0,cellular,nov,mon,112,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24267,50,admin.,married,university.degree,1,1,1,cellular,nov,mon,58,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24268,49,technician,married,professional.course,1,0,1,cellular,nov,mon,259,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24269,46,blue-collar,married,basic.9y,1,0,1,cellular,nov,mon,119,1,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24271,45,admin.,married,high.school,1,0,1,cellular,nov,mon,527,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24273,30,services,single,high.school,1,1,1,cellular,nov,mon,88,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24274,42,technician,married,professional.course,1,0,1,cellular,nov,mon,140,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24275,42,technician,married,professional.course,1,0,1,cellular,nov,mon,149,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24276,42,technician,married,professional.course,1,0,1,telephone,nov,mon,76,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24277,44,admin.,single,university.degree,1,0,1,telephone,nov,mon,124,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24278,46,unemployed,married,university.degree,1,1,1,cellular,nov,mon,90,2,999,1,failure,-0.1,93.2,-42.0,4.191,5195.8,0
24279,51,management,married,basic.4y,1,1,1,cellular,nov,mon,96,2,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24281,45,admin.,married,basic.9y,1,0,1,cellular,nov,mon,591,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24283,38,management,married,university.degree,1,0,1,telephone,nov,mon,99,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
24284,49,entrepreneur,married,university.degree,1,0,1,telephone,nov,mon,118,1,999,0,nonexistent,-0.1,93.2,-42.0,4.191,5195.8,0
